Numer VIN,Model,Rok produkcji,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Stan techniczny,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Lokalizacja,Województwo,Tytuł,Rodzaj ogłoszenia,Znalezione o,Link,ID,Producent,Opis
,Ibiza,2016,Benzyna,Kombi,127000,Czarny,999,Nieuszkodzony,Manualna,Austria,75,,po lewej,"21000
donegocjacji",Gołoszyce,Świętokrzyskie,Seat ibiza 2016r 1.0mpi,Prywatne,2025-04-19 17:57:50.285133,https://www.olx.pl/d/oferta/seat-ibiza-2016r-1-0mpi-CID5-ID15fGuO.html,993752790,Seat,"Sprzedam samochód marki Seat Ibiza z 2016r z najlepszym silnikiem benzynowym 1.0mpi o mocy 75km auto zostało sprowadzone z Austrii ale jest zarejestrowane i ubezpieczone w Polsce
Do auta dorzucam komplet zimowych opon
-kierownica wielofunkcyjna
-dotykowe radio
-system start/stop
-Światła do jazdy dziennej
-klimatyzacja
-otwieranie bagażnika z kluczyka
Samochód w bardzo dobrym stanie godny polecenia idealny do miasta
Więcej informacji pod numerem telefonu
571…466…611"
JTHBE5C20C5029623,IS,2012,Benzyna,Sedan,179000,Czarny,3456,Nieuszkodzony,Automatyczna,Stany Zjednoczone,311,Na tylne koła,po lewej,"68900
donegocjacji",Radom,Mazowieckie,Lexus is 350 F sport,Prywatne,2025-04-19 17:57:51.783192,https://www.olx.pl/d/oferta/lexus-is-350-f-sport-CID5-ID15ooCP.html,995829047,Lexus,"Witam, sprzedam lexusa is 350 w bardzo dobrym stanie.
Lexus posiada silnik o pojemnosci 3.5l o oznaczeniu 2gr-fse jednostka uznawana za jedna z najlepszych silników benzynowych zupełnie bez awaryjna.
Samochód posiada skrzynie automatyczna (bardzo trwała skrzynia) oraz naped na tylne koła. 3tys kilometrow temu lex przeszedł serwis w którym wykonano:
-wymiane oleju oraz filtra (Millers 5w40) brak jakiegokolwiek poboru
-wymiana filtra powtarza
-wymiana filtra kabinowego
-wymiana pompy wody
-wymiana swiec zapłonowych
15tys kilometrów temu wymieniony olej w automatycznej skrzyni biegów(metoda statyczna) oraz olej w dyferncjale
tarcze oraz klocki hamulcowe w bardzo dobrym stanie, założone sprężyny obniżające apex, oryginalne oczywiście w zestawie z samochodem.
Z wyposażenia:
-system keyless
-kamera cofania
-podgrzewane fotele
-system nagłośnienia Pionner
-światła xenonowe z drl
-tempomat
-zmieniarka
-aux, USB, Bluetooth
-elektryczne fotele
-podświetlane lusterka
-szyberdach

Samochód stoi na oponach letnich (rozmiar jaki zaleca producent), jest ubezpieczony oraz posiada wazny przegląd i nie posiada jakiejkolwiek rdzy.
Jestem osoba prywatna, Lexus miał zostać ze mna znacznie dłużej ale w zwiazku ze zmiana miejsca zamieszkania jest uzytkowany raz na dwa tygodnie.
zapraszam do kontaktu telefonicznego odpowiem z chęcią na wszystkie pytania."
JTNB23HKX03029168,Camry,2019,Hybryda Plug-in,Sedan,190000,Biały,2500,Nieuszkodzony,Automatyczna,Polska,230,,po lewej,91000,Sosnowiec,Śląskie,Sprzedam Toyota Camry Hybryda 2.5litra,Prywatne,2025-04-19 17:58:02.489034,https://www.olx.pl/d/oferta/sprzedam-toyota-camry-hybryda-2-5litra-CID5-ID15rPlC.html,996646752,Toyota,Sprzedam Toyota Camry. W pełni serwisowana Toyota Katowice. Najdroższa wersja w 2019 roku. Bezwypadkowy
,S80,2011,Diesel,Sedan,293000,Czarny,2000,Nieuszkodzony,Automatyczna,,163,Na przednie koła,po lewej,"30900
donegocjacji",Zamość,Lubelskie,Volvo S80*2.0 D3*163KM*Automat*5 Cylindrów*Zarej w PL*,Prywatne,2025-04-19 17:58:05.693416,https://www.olx.pl/d/oferta/volvo-s802-0-d3163kmautomat5-cylindrowzarej-w-pl-CID5-ID15ooCm.html,995829018,Volvo,"Witam
Posiadam na sprzedaż samochód marki Volvo S80 II 2.0 D 163 KM skrzynia automatyczna silnik 5 cylindrów !! MODELPO LIFTINGU !!
Wnętrze auta zadbane
Auto posiada oryginalny przebieg, wszystkie części eksploatacyjne były wymieniane na czas
Samochód Zarejestrowany w Polsce
Ubezpiecznie ważne
Badanie Techniczne ważne
Kupujący zwolniony z opłaty Skarbowej
Faktura vat-marża

DAN E TECHNICZNE AUTA :

Rok produkcji: 2011
Pojemność silnika: 2.0 D3 163KM
Przebieg: 163 000km
Rodzaj paliwa: Diesel
Skrzynia biegów: Automatyczna
Liczba drzwi: 4
Kolor : Czarny met.
Napęd : Przód

"" WIĘCEJ ZDJĘĆ NA STRONIE
"" www.perfectcar.com.pl

DODATKOWE WYPOSAŻENIE:

///// Automat
///// 5 Cylindrów
///// Czujniki Parkowania
///// Skórzane fotele
///// Dwustrefowa Sprawna Klimatyzacja
///// 4 elektryczne szyby
///// Czujnik zmierzchu ( Automatycznie przełącza międzi światłami do jazdy dziennej a światłami mijania )
///// Czujnik Deszczu ( Automatycznie uruchamia wycieraczki jezeli wykryje opady deszczu )
///// Tempomat
///// Multifunkcyjna kierownica ( Możliwość sterowania radiem bez odrywania rąk od kierownicy )
///// Bluetooth/ Zestaw głośnomówiący ( Możliwość podłączenia i odbierania połączeń z poziomu kierownicy
///// Składane lusterka
///// elektryczne podgrzewane lusterka

TYLKO U NAS !!!
Znając stan i pochodzenie samochodu oraz opierając się na wieloletnim doświadczeniu
Możliwość wykupienia gwarancji z możliwością przedłużenia do 3 lub 12 miesięcy.

Zapraszamy do zapoznania się z naszą pełną ofertą :

https:// perfectcar.com.pl/

Naprzeciwko Szkoły Podstawowej w Sitańcu.
AUTO KOMIS PERFECT CAR SITANIEC 422 22-400 ZAMOŚĆ
Trasa wylotowa na LUBLIN 2,2 km od ZAMOŚCIA

Więcej informacji udzielimy telefonicznie

tel. 883. 999 . 198.

„Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66, § 1. Kodeksu Cywilnego.
Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia.”"
WAUZZZ8T7AA053707,A5,2010,Benzyna,Coupe,135000,Czarny,2000,Nieuszkodzony,Automatyczna,Polska,375,4x4 (stały),po lewej,"61500
donegocjacji",Warszawa Bielany,Mazowieckie,AUDI RS5 w cenie A5,Prywatne,2025-04-19 17:58:07.954943,https://www.olx.pl/d/oferta/audi-rs5-w-cenie-a5-CID5-ID13Ubnk.html,973851938,Audi,"Do kupienia zadbane AUDI A5, zmodyfikowane do parametrów zbliżonych do osiągów RS5. Auto posiada sportowy katalizator, sprężarkę i intercooler i inne pomniejsze elementy osprzętu (silikonowe przewody, sportowe świece itp.). Wymieniłem w nim sprzęgła skrzyni biegów i mechatronikę S - tronic, aby spokojnie wytrzymały mapę do 375 KM. Silnik jest wystrojony na paliwo 100 LO. Całość wieńczy robiony na zamówienie w MG Motorsport aktywny układ wydechowy (cztery karbonowe końcówki), sterowany przyciskiem z panelu przy wybieraku skrzyni biegów. Auto stoi na 20-calowych felgach, obutych w b. dobre gumy, zarówno na lato, jak i na zimę. Zatrzymuje się b. skutecznie dzięki zestawowi hamulców z AUDI RS 5 z przodu i customowymi zaciskami z tyłu.

Posiadam faktury na wszystkie prace mechaniczne, dotyczące tego auta – oczywiście, do wglądu. Auto jest doinwestowane i dopieszczone. Łącznie wszystkie modyfikacje kosztowały mnie ponad 100 tys. zł. (faktury do wglądu)."
WVWZZZ3CZEP008281,Passat,2013,Diesel,Sedan,210000,Czarny,2000,Uszkodzony,Automatyczna,Polska,,,po lewej,"25000
donegocjacji",Kruklanki,Warmińsko-mazurskie,"VW Passat 2013 rok, uszkodzony",Prywatne,2025-04-19 18:08:14.312118,https://www.olx.pl/d/oferta/vw-passat-2013-rok-uszkodzony-CID5-ID15pNYg.html,996164804,Volkswagen,"Witam. Aukcją koleżeńska nie odpowiadam za stan pojazdu (uszkodzenia blacharki). Sprawny mechanicznie. Uszkodzony blacharsko. Wszystko do ustalenia po oględzinach pojazdu.
Zaproponuj cenę SMS/ Zadzwoń"
VF38D5FV8BL004112,508,2011,Benzyna,Sedan,256975,Inny kolor,1600,Nieuszkodzony,Manualna,Niemcy,156,Na przednie koła,po lewej,21900,Kutno,Łódzkie,Peugeot 508 Sedan 1.6*Śliczny*I Właściciel*Navi*Kubełki*Serwis*ZOBACZ,Prywatne,2025-04-19 18:08:15.932276,https://www.olx.pl/d/oferta/peugeot-508-sedan-1-6slicznyi-wlascicielnavikubelkiserwiszobacz-CID5-ID15n5i1.html,995516393,Peugeot,"Witam.Mam Na Sprzedanie Ślicznego Peugeota 508 Sedan 1.6 156 Koni, Skrzynia MANUALNA,Sprowadzony 3 lata temu z Niemiec Jestem Pierwsza właścicielka auto jest na mnie Zarejestrowane,serwisowane do końca posiada książkę serwisowa bardzo ładnie chodzi,w środku jest jak nowa tapicerka w idealnym stanie jak i technicznym zobacz na żywo.PO WYMIANIE RARZADU I WSZYSTKICH PASKÓW OLEJU,Nowe klucki itd... OFERTA PRYWATNA !!

CENA 21900 zl. uzgodnienia. tel 695#786#013

Więcej zdjęć na otomoto lokalizacja Kutno Woj. lodzkie

Przebieg Oryginalny z Książka Serwisowa 256975 Tys KM

Wyposażenie

wspomaganie kierownicy
poduszki powietrzne 10
Podgrzewane fotele
Alufelgi Oryginalne
Komputer pokładowy
Elektryczne szyby
Elektryczne lusterka
NAWIGACJ
Czujniki cofania
PDC
TEMPOMAT
Xsenon
Multyfunkcja
centralny zamek
KLIMATRONIK
Kubełkowe siedzenia
Komputer Pokładowy
Opony ŁADNE
2 komplet kluczyków
książka serwisowa
abs
asp
radio Cd Mp3 USB

Samochód jest naprawdę w idealnym stanie, silnik, skrzynia biegów, zawieszenie jak i reszta innych podzespołów pracują bez najmniejszych zarzutów. Samochód pali na dotyk, oraz posiada swoją prawidłową moc.

Silnik pracuje jak zegarek, przy czym jest bardzo ekonomiczny, w trasie udało mi się uzyskać spalanie poniżej 6 L na 100 km.

Zawieszenie w samochodzie również pracuje jak nowe, nie słychać żadnych stuków czy luzów, jest sztywne i pracuje prawidłowo, samochód prowadzi się pewnie i prosto, nie ściąga go na żadne strony.

Wnętrze samochodu wygląda jak nowe i pachnie nowością, fotele nie posiadają żadnych dziur czy przetarć, są czyste i zadbane. W aucie nie palono papierosów.

Plastiki wszystkie są prawidłowo umiejscowione na swoim miejscu tak jak powinno być, nic nie jest połamane czy zniszczone.

Karoseria auta posiada oryginalny lakier, nic nigdy nie było ponownie lakierowane, nie ma mowy też o żadnej rdzy, lakier auta jest zadbany, posiada normalne ślady użytkowania. Samochód był przez cały czas garażowany.

Samochód bezwypadkowy, na Państwa

życzenie możliwość sprawdzenia auta w dowolnie wybranej stacji diagnostycznej.

Zapraszam serdecznie, na pewno nikt z Państwa nie rozczaruje się oglądając pojazd na żywo.

PEUGEOT W JEST W BARDZO DOBRYM STANIE, NA POLSKIM RYNKU NAPRAWDĘ CIĘŻKO O TAK ZADBANY EGZEMPLARZ, DLATEGO CENA JEST ADEKWATNA DO STANU POJAZDU., ORAZ NIE WYMAGA ŻADNYCH DODATKOWYCH WKŁADÓW FINANSOWYCH.

BEZWYPADKOWY

ORYGINALNY PRZEBIEG

ORYGINALNY LAKIER,

STAN WIZUALNY PERFEKCYJNY,

STAN TECHNICZNY IDEALNY

Przed przybyciem proszę o telefon celem ustalenia aktualności oferty. Cena do negocjacji po przybyciu na miejsce.

Stan techniczny oceniam jako bardzo dobry. Samochód jest sprawny, jeżdżący, nie posiada ukrytych wad technicznych.Wszystko robione na czas oleje paski itd..

Zainteresowanych serdecznie zapraszam na oględziny i ewentualną jazdę próbną.

Samochód do oglądnięcia znajduje się w Kutnie Woj ŁÓDZKIE

Przed przybyciem proszę o telefon celem ustalenia aktualności oferty. Cena do negocjacji po przybyciu na miejsce.

*Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia.

Telefon; 695#786#013"
WBAVU31030KY18902,Seria 3,2006,Diesel,Kombi,399000,Srebrny,1989,Nieuszkodzony,Manualna,Polska,163,Na tylne koła,po lewej,10900,Żagań,Lubuskie,BMW E91 320d 2006r koła lato /zima,Prywatne,2025-04-19 18:08:23.232501,https://www.olx.pl/d/oferta/bmw-e91-320d-2006r-kola-lato-zima-CID5-ID15g3sm.html,993841050,BMW,"Na sprzedaż wyjątkowe BMW Serii 3 E91 Touring z niezawodnym silnikiem 2.0 diesel z 2006 roku. Auto w bardzo dobrym stanie technicznym – świeżo po serwisie olejowym, wymienione wszystkie filtry. Auto przeszło szereg profesjonalnych napraw, dzięki którym jest w pełni gotowe do dalszej eksploatacji. Silnik, skrzynia biegów oraz zawieszenie działają bez zarzutu.
Wykonane naprawy i wymiany:
Pompa paliwa w baku – nowa, zapewnia bezproblemową pracę silnika.
Separator oleju – wymieniony, zapewnia lepszą ochronę silnika.
Regeneracja wtrysków – poprawia osiągi i zmniejsza zużycie paliwa.
Nowe zaciski hamulcowe i tarcze – poprawiają bezpieczeństwo i komfort jazdy.
Uszczelka kształtowa i pierścień uszczelniający – zapobiegają wyciekom, zapewniają szczelność.
Wymienione drążki kierownicze i wahacze (przód i tył) – auto pewnie prowadzi się na drodze.
Wyjątkowe wyposażenie:
Klimatyzacja dwustrefowa – komfortowa jazda przez cały rok.
Tempomat – idealny na długie trasy.
Czujniki parkowania – łatwość w parkowaniu.
Elektryczne szyby i lusterka – wygoda obsługi.
Alufelgi – elegancki wygląd i lepsza przyczepność.
Stan lakierniczy: Kilka większych rys i otarć parkingowych, jednak auto prezentuje się bardzo dobrze i jest w pełni funkcjonalne.
Cena: 11 499 PLN – świetna okazja za auto w takim stanie!
Rok produkcji: 2006
Przebieg: 399 000 km
Skrzynia: manualna
Napęd: tylny
Dwa komplety opon (letnie i zimowe) – gotowe na każdą porę roku!
Kontakt:79*****75
To auto to idealna propozycja dla osób szukających niezawodnego, komfortowego i ekonomicznego auta. Przemyślane naprawy, świetne wyposażenie i doskonała dynamika jazdy – zapraszam do kontaktu i oględzin. Tego auta po prostu nie można przegapić!"
WF0GXXGBBGBD83430,Mondeo,2011,Benzyna,Kombi,286000,Inny kolor,1998,Nieuszkodzony,Automatyczna,,240,Na przednie koła,po lewej,"18900
donegocjacji",Wrocław Fabryczna,Dolnośląskie,Ford Mondeo MK4 Ecoboost Lift | 2.0T+LPG 240KM| Automat|Xenon|LED|2011,Firmowe,2025-04-19 18:08:41.908511,https://www.olx.pl/d/oferta/ford-mondeo-mk4-ecoboost-lift-2-0t-lpg-240km-automat-xenon-led-2011-CID5-ID154nSI.html,991059628,Ford,"Ford Mondeo MK4 Lift Ecoboost
2.0T Benzyna + LPG 240 KM
Automatyczna skrzynia biegów
2011 rok 

Na wyposażeniu:
- Półskórzane komfortowe fotele
- Podgrzewane fotele
- Elektrycznie regulowane fotele
- Grzana szyba
- Duży wyświetlacz
- Xenon
- Światła LED do jazdy dziennej
⁃ Dwustrefowa klimatyzacja
- Wyświetlacz
- Wielofunkcyjna skórzana kierownica
- System nagłośnienia premium
- Alufelgi 17’
⁃ Komputer pokładowy
- Lusterka boczne ustawiane elektronicznie podgrzewane
- System głośnomówiący
- Wyświetlacz
- Czujniki parkowania
- Wspomaganie kierownicy
- Centralny zamek
- Elektryczne szyby
- Radio/ CD Sony
- Wejście AUX/ USB
⁃ ABS
⁃ ESP
- Podłokietnik
- 2 kluczyki

Auto zarejestrowane w kraju z ważnymi opłatami i gotowe do
jazdy.

Serdecznie zapraszamy pod adres ul. Strzegomska 180 we Wrocławiu 54-432
Dla Państwa jesteśmy czynni 7 dni w tygodniu od 10:00 do 20:00

Skupujemy samochody używane wszystkich klas, segmentów, marek i modeli. A także przyjmiemy twoje auto w rozliczeniu.

Przed przyjazdem proszę dzwonić pod numerem telefonu:
694~439~888

Subskrybuj nasze media społecznościowe i zobacz więcej ofert
Facebook: Stoauto_pl
Instagram: STOAuto
Tik-Tok: Stoautocars"
WF0JXXWPBJDG20269,C-MAX,2013,Benzyna,Minivan,226000,Szary,998,Uszkodzony,Manualna,Polska,125,Na przednie koła,,"11000
donegocjacji",Twardogóra,Dolnośląskie,FORD C-MAX 1.0 ECOBOOST 125KM 2013 rok. USZKODZONY silnik,Prywatne,2025-04-19 18:08:44.456959,https://www.olx.pl/d/oferta/ford-c-max-1-0-ecoboost-125km-2013-rok-uszkodzony-silnik-CID5-ID15on8g.html,995823308,Ford,"Srzedam samochód marki FORD C-MAX 1.0 ECOBOOST 125 KM KLIMATYZACJA POGRZEWANE FOTELE GRZANA SZYBA, czujnik cofania, USZKODZONY SILNIK po awari rozrządu rok prod. 2013 przebieg 226.000. Bogate wyposażenie, nie stuka, nie puka, zaieszenie ok, brak przeglądu, niestety nie dojechałem już, ważne oc. Możliwa zamiana na inne auto. Więcej informacji pod nr tel. lub wharsapp 6.0.8.2.2.1.1.5.7. cena do negocjacji"
,Kuga,2012,Diesel,SUV,227000,Biały,2000,Nieuszkodzony,Manualna,,140,Na przednie koła,,"29700
donegocjacji",Lublin,Lubelskie,"Ford Kuga/2.0/Klimatronic/Czujniki przód, tył/Alu/Chromy/Relingi !!!",Prywatne,2025-04-19 18:08:52.878113,https://www.olx.pl/d/oferta/ford-kuga-2-0-klimatronic-czujniki-przod-tyl-alu-chromy-relingi-CID5-ID15ayQq.html,992531738,Ford,"Opis
Auto sprowadzone
Gotowe do rejestracji, koszt rejestracji wynosi tylko 160 zł

- rok produkcji: 2012
- silnik: 2,0
- moc silnika: 140 KM
- rodzaj nadwozia: SUV
-przebieg: 227000

Auto w bardzo dobrym stanie wizualnymi jak i technicznym.
Wnętrze zadbane bez żadnych przetarć.
Silnik bardzo ładnie pracuje bez żadnych wycieków, dymienia itp.
Karoseria bez korozji.
Zawieszenie bez luzów

SZCZEGÓŁOWE WYPOSAŻENIE SAMOCHODU:

- klimatyzacja klimatronik dwu-strefowy
- ESP
- aluminiowe felgi
- ABS
- poduszki powietrzne
- wspomaganie kierownicy
- centralny zamek
- regulacja kierownicy
- elektryczna regulacja świateł
- immobiliser
- kurtyny powietrzne
- elektryczne szyby
- sterowanie radia z kierownicy
- radio
- elektryczne lusterka
- czujniki parkowania przód
- czujniki parkowania tył

UWAGA! możliwość pozostawienia auta w rozliczeniu !!!"
,A4,2007,Diesel,Kombi,252000,Czarny,2700,Nieuszkodzony,Automatyczna,,200,Na przednie koła,po lewej,"16900
donegocjacji",Częstochowa Północ,Śląskie,Audi A4• 2.7 V6•2007R•Automat•NaviAndroid•BOSE•Zamiana,Prywatne,2025-04-19 18:09:01.457641,https://www.olx.pl/d/oferta/audi-a4-2-7-v62007rautomatnaviandroidbosezamiana-CID5-ID15sgxf.html,996751261,Audi,"Marka: Audi
Model: A4
Rok produkcji: 2007
Pojemność i moc: 2.7 V6
Rodzaj paliwa: Diesel
Przebieg: 252 000
Cena: 16900

ZAREJESTROWANY W KRAJU!

WYPOSAŻENIE:
-CLIMATRONIC DWUSTREFOWY
-NAVIGACJA Android
-CUPHOLDER
-WSPOMAGANIE KIEROWNICY
-AIRBAG
-DZIELONA TYLNA KANAPA
-ELEKTRYCZNE SZYBY
-CENTRALNY ZAMEK Z PILOTA
-KOMPUTER POKŁADOWY
-SKRZYNIA AUTOMATYCZNA 7 biegów + Łopatki przy kierownicy
-ELEKTRYCZNE PODGRZWANE LUSTERKA
-ALUFELGI
-PODGRZEWANA PRZEDNIA SZYBA
-TEMPOMAT
-MULTIFUNKCJA
-ROLETY W OKNACH
-NAGŁOŚNIENIE BOSE SOUND SYSTEM
-CZARNA PODSUFITKA
-CZUJNIKI PARKOWANIA
-HAK

ORAZ WIELE INNYCH

Witam, sprzedam Audi A4 z niezawodną jednostką 2.7 Diesel Stan Techniczny bardzo dobry auto serwisowane na bieżąco. Zawieszenia jak i inne podzespoły działają prawidlowo. Wnętrze czyste zadbane w bardzo dobrym stanie. Autko w ciągłej eksploatacji, serwisowane na bieżąco. Auto bardzo dynamiczne, skrzynia bardzo ładnie zmienia biegi,na tą chwilę bezinwestycyjne.

•Możliwość zostawienia swojego auta w rozliczeniu.
•Przed przyjazdem zadzwoń, zapytaj o dostępność wybranego modelu.
•Rezerwacja możliwa tylko poprzez wpłatę zadatku.
•Każdy samochód przed zakupem można sprawdzić na stacji diagnostycznej lub/i u mechanika.
SKUPUJEMY I SPRZEDAJEMY WSZYSTKIE MARKI SAMOCHODÓW"
,Legacy,1999,LPG,Kombi,313000,Niebieski,,Nieuszkodzony,Manualna,,165,4x4 (dołączany ręcznie),po lewej,"4500
donegocjacji",Wygiełzów,Łódzkie,Subaru Legacy 2.5LPG 4x4 Reduktor Klima Hak,Prywatne,2025-04-19 18:09:03.347877,https://www.olx.pl/d/oferta/subaru-legacy-2-5lpg-4x4-reduktor-klima-hak-CID5-ID15r10U.html,996453268,Subaru,"Witam posiadam na sprzedaż Subaru Legacy 2.5 165KM LPG z 1999r. Auto technicznie w super stanie - zawieszenie sztywne , ciche , zwarte nie wybite, napęd sprawny reduktor również . Samochód śmiga bez problemu na gazie jak i benzynie. Pod względem korozji również bardzo dobrze- jedynie pojedyńcze wypryski , żadnych dziur czy przerdzewiałych elementów. Wizualnie jak widać na zdjęciach auto miało przygode przez co ucierpiała tylna klapa oraz tylny prawy błotnik . Pomimo stłuczki konstrukcja samochodu w stanie nie naruszonym , geometria w porządku nie ściąga nie bije.
Z racji wieku samochodu uszkodzenie blacharskie nie było naprawiane ponieważ oprócz tego że jest nie przyjemne dla oka nie wpływa na użytkowanie samochodu.
Samochód jest bardzo dynamiczny i zarazem oszczędny dzięki instalacji LPG.
Z wyjątkiem centralnego zamka Elektryka sprawna , klimatyzacja również , silniczek pracuje równo i cicho oraz jest bardzo żwawy- jak na boksera przystało ;)
OC do 11.2025
PT do 03.2026
Butla do 2026
Cena do negocjacji
Wiecej informacji o samochodzie chętnie udzielę telefonicznie
tel: 5*3*3*5*6*7*9*0*1
Możliwa zamiana"
,A4,2018,Diesel,Sedan,140600,Szary,1998,Nieuszkodzony,Automatyczna,Polska,150,Na przednie koła,po lewej,"90000
donegocjacji",Grodziec,Wielkopolskie,Audi a4 b9 2.0 TDI s tronic s line,Prywatne,2025-04-19 18:09:05.010357,https://www.olx.pl/d/oferta/audi-a4-b9-2-0-tdi-s-tronic-s-line-CID5-ID15ooR2.html,995829928,Audi,Sprzedam audi a4 2.0 tdi 150km z 2018 roku salon polska bezwypadkowy cały w oryginale bez poprawek lakierniczych. Skrzynia automatyczna s tronic 7b. Bogate wyposażenie m.in. zewnętrzny pakiet s line. Sportowe podgrzewane fotele połskóra plus alkantara czarny sufit duża navi cyfrowe zegary asystent martwego pola oświetlenie ambience otwieranie i zamykanie drzwi na dotyk lampy full led i wiele innych. Koła 18 cali zima i dodatkowo drugi komplet 18 cali lato oryginalne.
,A6,2004,Diesel,Sedan,315000,Czarny,1968,Nieuszkodzony,Manualna,,140,Na przednie koła,po lewej,"21000
donegocjacji",Szczawa,Małopolskie,Audi a6 c6 sline,Prywatne,2025-04-19 18:09:11.522802,https://www.olx.pl/d/oferta/audi-a6-c6-sline-CID5-ID15ooRW.html,995829983,Audi,"Sprzedam Audi a6 c6 2.0tdi
W wersji s- line

Przy przebiegu 305tys zrobiony został:
-Kompletny rozrząd
-Tarcze klocki tył
-Drążki kierownicze
-nagrzewnica
-serwis klimatyzacji.
Z wyposażenia najważniejsze rzeczy:
Tempomat
Grzane fotele
Kierownica wielofunkcyjna
Czarny sufit
Fotele pół skórzane
Klimatyzacja dwu strefowa
Przebieg 315tyś.
Po więcej informacji zapraszam do kontaktu."
,R Klasa,2012,Benzyna,Minivan,335000,Czarny,3500,Nieuszkodzony,Automatyczna,Stany Zjednoczone,306,4x4 (dołączany automatycznie),po lewej,"55000
donegocjacji",Lipno,Kujawsko-pomorskie,"Mercedes R klasa w251 ! Long ! 3,5 PB LIFT. Zamiana! E Klasa, CLS, CL",Prywatne,2025-04-19 18:09:20.280270,https://www.olx.pl/d/oferta/mercedes-r-klasa-w251-long-3-5-pb-lift-zamiana-e-klasa-cls-cl-CID5-ID15dOer.html,993305871,Mercedes-Benz,"Witam
Zamienię Mercedesa R klasę w251 3,5 306 KM 2012 r long 7 os Stan bdb. Opony letnie i zimowe do auta dodaje komplet siedzeń welurowych. Dodatkowo w212 2.2 CDI 2010r.
Zamienię 2 za jakąś świeżą e klasę kombi po 2016r lub w212 tylko i wyłącznie 5.5 388KM kombi.
E klasa 25 tys.
R klasa 55 tys.
Umowa kupna sprzedaży."
,Zafira,2015,Benzyna,Minivan,160000,Brązowy – Beżowy,1400,Nieuszkodzony,Manualna,Niemcy,140,,,"36900
donegocjacji",Włocławek,Kujawsko-pomorskie,"Opel Zafira 1.4T 140KM,serwisowany,bezwypadkowy 7os.",Prywatne,2025-04-19 18:19:26.294103,https://www.olx.pl/d/oferta/opel-zafira-1-4t-140km-serwisowany-bezwypadkowy-7os-CID5-ID15pT1f.html,996184209,Opel,"Opel Zafira rok produkcji i rejestracji 2015r.
Silnik 1.4 benzyna Turbo 140KM, (idealnie nadaje się do montażu instalacji LPG). pracuje cicho i bez żadnych problemów.
Samochód opłacony, ubezpieczony, przygotowany do rejestracji.

Technicznie i wizualnie w bardzo dobrym stanie.

Bogate wyposażenie m.in.:
- nawigacja
- kamera cofania
- czujniki parkowania z przodu i z tyłu
- zestaw głośnomówiący Bluetooth
- tempomat
- klimatyzacja automatyczna dwustrefowa
- wpinany hak
- czujnik deszczu i zmierzchu
Więcej informacji udzielę telefonicznie
604#666#255#"
,XCeed,2021,Benzyna,SUV,77000,Brązowy – Beżowy,1482,Nieuszkodzony,Automatyczna,Polska,160,Na przednie koła,po lewej,93000,Katowice Osiedle Paderewskiego-Muchowiec,Śląskie,Kia XCeed 1.5 T-GDI M DCT Wynajem z wykupem bez BIK/KRD,Firmowe,2025-04-19 18:19:27.679486,https://www.olx.pl/d/oferta/kia-xceed-1-5-t-gdi-m-dct-wynajem-z-wykupem-bez-bik-krd-CID5-ID15sAX7.html,996829745,Kia,"Prezentujemy Kię XCeed w wersji M. Samochód napędzany jest silnikiem benzynowym o mocy 160 KM oraz automatyczną skrzynią biegów. Został wyprodukowany w 2021 roku. Przebieg samochodu wynosi 77 tyś km.

W wyposażeniu są m.in: Kamera cofania, Reflektory w technologii LED, czujniki parkowania przód/tył, klimatyzacja automatyczna, tempomat, asystent pasa ruchu i wiele więcej.

Oferta wynajmu długoterminowego z wykupem bez BIK/KRD
Wkład własny: 4650 zł brutto
59 stałych rat po 2464 zł brutto
Wykup: 18 600 zł brutto
Polisa ubezpieczeniowa płatna jednorazowo (3800zł) bądź można ją doliczyć do raty.

Istnieje możliwość przygotowania indywidualnej oferty finansowania, zapraszamy do kontaktu.

Samochód dostępny od ręki, do odbioru w Katowicach. Jest możliwość dostarczenia samochodu pod dom.

Wystawiamy fakturę VAT 23%

Zrealizuj swoje marzenie o nowym samochodzie bez zbędnych formalności! Finansowanie dostępne bez weryfikacji bik/krd i bez konieczności dostarczania dokumentów finansowych, zarówno dla firm, jak i osób prywatnych. Oferujemy szybką decyzję kredytową, elastyczne warunki spłaty i profesjonalną obsługę. Sprawdź teraz naszą atrakcyjną ofertę i wybierz idealny samochód już dziś!

Zapraszamy na Naszą grupę po więcej nowości:
www.facebook.com/groups/finansowaniebezbik

Przedstawiona oferta cenowa ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu Art.66 par.1 Kodeksu Cywilnego."
